Dimensions,Weight (lbs),FedEx Ground or FedEx Home Delivery,FedEx Standard Overnight,UPS Ground,UPS 3 Day Select,UPS 2nd Day Air,UPS Next Day Air Savar,UPS Next Day Air,USPS Priority,USPS Priority Express
18x18x2,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
18x18x3,1,12.22,86.87,8.21,10.58,21.13,46.68,52.66,8.39,37.32
18x18x4,1,13.33,98.19,8.21,10.58,24.37,52.61,58.58,8.39,37.32
18x18x5,1,13.87,105.6,8.21,10.58,27.61,58.54,64.52,8.39,37.32
18x18x6,1,15.04,121.62,16.86,22.11,30.86,64.48,70.45,26.23,97.32
18x18x7,1,15.85,132.83,18.14,24.27,34.01,70.41,76.39,28.98,106.47
18x18x8,1,16.59,142.25,19.31,26.5,37.16,76.34,82.32,31.72,115.62
18x18x10,1,20.95,156.12,22.41,30.96,43.47,88.21,94.18,37.17,133.93
18x18x12,1,23.53,177.45,25.95,35.31,49.67,100.07,106.05,69.36,180.17
24x4x4,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,12.39,41.32
24x5x18,1,15.85,132.83,18.14,24.27,34.01,70.41,76.39,32.98,110.47
24x5x24,1,17.34,149.51,20.7,28.73,40.32,82.28,88.25,38.44,128.77
24x6x4,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,12.39,41.32
24x6x6,1,12.22,86.87,8.21,10.58,21.13,46.68,52.66,12.39,41.32
24x6x8,1,13.03,92.89,8.21,10.58,22.75,49.65,55.62,12.39,41.32
24x6x18,1,16.59,142.25,19.31,26.5,37.16,76.34,82.32,35.72,119.62
24x8x4,1,12.19,79.4,8.21,10.58,19.5,43.71,49.68,12.39,41.32
24x8x6,1,13.03,92.89,8.21,10.58,22.75,49.65,55.62,12.39,41.32
24x8x8,1,13.87,105.6,8.21,10.58,27.61,58.54,64.52,12.39,41.32
24x8x57,1,72.53,420.55,61.8,92.0,126.52,236.41,247.52,0.0,0.0
24x9x6,1,13.33,98.19,8.21,10.58,24.37,52.61,58.58,12.39,41.32
24x9x9,1,15.04,121.62,16.86,22.11,30.86,64.48,70.45,30.23,101.32
24x10x4,1,12.22,86.87,8.21,10.58,21.13,46.68,52.66,12.39,41.32
24x10x6,1,13.55,104.14,8.21,10.58,25.99,55.58,61.55,12.39,41.32
24x10x8,1,15.04,121.62,16.86,22.11,30.86,64.48,70.45,30.23,101.32
24x10x10,1,16.21,137.24,19.0,25.39,35.59,73.37,79.35,34.35,115.03
24x10x12,1,17.34,149.51,20.7,28.73,40.32,82.28,88.25,38.44,128.77
24x12x3,1,12.22,86.87,8.21,10.58,21.13,46.68,52.66,12.39,41.32
24x12x4,1,13.03,92.89,8.21,10.58,22.75,49.65,55.62,12.39,41.32
24x12x5,1,13.55,104.14,8.21,10.58,25.99,55.58,61.55,12.39,41.32
24x12x6,1,14.78,115.98,8.21,10.58,29.23,61.51,67.49,12.39,41.32
24x12x8,1,15.85,132.83,18.14,24.27,34.01,70.41,76.39,32.98,110.47
24x12x10,1,17.34,149.51,20.7,28.73,40.32,82.28,88.25,38.44,128.77
24x12x12,1,21.44,164.91,23.02,32.06,45.02,91.17,97.15,42.61,143.23
24x12x16,1,26.02,199.51,29.44,39.65,55.87,111.94,118.01,94.36,205.4
24x12x18,1,27.87,213.94,32.18,44.0,62.08,123.8,130.12,99.64,226.62
24x12x24,1,33.96,260.67,40.15,54.66,77.58,153.47,161.01,112.44,284.12
24x13x31,1,39.16,346.44,47.42,72.79,103.92,203.9,213.96,139.95,394.55
24x14x4,1,13.55,104.14,8.21,10.58,25.99,55.58,61.55,12.39,41.32
24x14x6,1,15.34,127.08,17.56,23.15,32.43,67.44,73.42,31.61,105.88
24x14x8,1,16.72,145.91,19.91,27.61,38.75,79.31,85.28,37.08,124.2
24x14x10,1,21.44,164.91,23.02,32.06,45.02,91.17,97.15,42.61,143.23
24x14x12,1,23.93,178.44,26.6,36.4,51.22,103.04,109.01,75.51,189.47
24x14x14,1,26.34,201.68,30.04,40.74,57.42,114.9,121.04,95.92,210.7
24x14x16,1,28.73,221.37,33.13,45.07,63.62,126.77,133.14,101.02,231.93
24x14x18,1,31.21,239.36,36.63,49.33,69.83,138.64,145.44,106.45,253.88
24x14x20,1,33.6,256.2,39.27,53.6,76.02,150.5,157.9,111.36,278.48
24x15x10,1,22.04,171.81,24.07,33.14,46.58,94.14,100.12,69.42,173.55
24x15x12,1,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
24x15x15,1,28.73,221.37,33.13,45.07,63.62,126.77,133.14,101.02,231.93
24x16x4,1,13.87,105.6,8.21,10.58,27.61,58.54,64.52,12.39,41.32
24x16x6,1,15.85,132.83,18.14,24.27,34.01,70.41,76.39,32.98,110.47
24x16x8,1,17.97,152.9,21.51,29.84,41.9,85.24,91.22,39.81,133.35
24x16x10,1,23.53,177.45,25.95,35.31,49.67,100.07,106.05,73.36,184.17
24x16x12,1,26.02,199.51,29.44,39.65,55.87,111.94,118.01,94.36,205.4
24x16x13,1,27.75,210.99,31.53,42.92,60.52,120.84,127.09,98.52,221.32
24x16x14,1,28.73,221.37,33.13,45.07,63.62,126.77,133.14,101.02,231.93
24x16x16,1,31.83,242.62,37.39,50.4,71.37,141.61,148.56,107.76,259.57
24x16x18,1,33.96,260.67,40.15,54.66,77.58,153.47,161.01,112.44,284.12
24x16x20,1,36.58,285.78,43.41,59.99,85.33,168.3,176.59,117.85,312.6
24x16x24,1,38.22,334.38,45.77,69.59,99.27,195.0,204.62,126.81,366.52
24x17x3,1,13.33,98.19,8.21,10.58,24.37,52.61,58.58,12.39,41.32
24x17x12,1,27.21,202.54,31.18,41.83,58.97,117.87,124.07,97.24,216.02
24x17x15,1,31.21,239.36,36.63,49.33,69.83,138.64,145.44,106.45,253.88
24x18x3,1,13.33,98.19,8.21,10.58,24.37,52.61,58.58,12.39,41.32
24x18x4,1,14.78,115.98,8.21,10.58,29.23,61.51,67.49,12.39,41.32
24x18x6,1,16.59,142.25,19.31,26.5,37.16,76.34,82.32,35.72,119.62
24x18x8,1,21.44,164.91,23.02,32.06,45.02,91.17,97.15,42.61,143.23
24x18x10,1,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
24x18x12,1,27.87,213.94,32.18,44.0,62.08,123.8,130.12,99.64,226.62
24x18x14,1,31.21,239.36,36.63,49.33,69.83,138.64,145.44,106.45,253.88
24x18x15,1,32.61,247.35,38.37,52.54,74.47,147.53,154.78,110.32,270.98
27x14x9,1,21.44,164.91,23.02,32.06,45.02,91.17,97.15,42.61,143.23
27x27x27,1,332.55,0.0,167.8,221.33,292.09,475.55,495.14,0.0,0.0
28x4x4,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,12.39,41.32
28x4x24,1,16.72,145.91,19.91,27.61,38.75,79.31,85.28,37.08,124.2
28x6x6,1,13.03,92.89,8.21,10.58,22.75,49.65,55.62,12.39,41.32
28x6x20,1,21.44,164.91,23.02,32.06,45.02,91.17,97.15,42.61,143.23
28x6x52,1,69.5,359.24,56.46,78.14,106.37,197.85,207.03,0.0,0.0
28x8x8,1,14.78,115.98,16.42,21.16,29.23,61.51,67.49,28.85,96.73
28x10x10,1,16.72,145.91,19.91,27.61,38.75,79.31,85.28,37.08,124.2
28x12x6,1,15.34,127.08,17.56,23.15,32.43,67.44,73.42,31.61,105.88
28x12x8,1,16.72,145.91,19.91,27.61,38.75,79.31,85.28,37.08,124.2
28x12x10,1,21.44,164.91,23.02,32.06,45.02,91.17,97.15,42.61,143.23
28x12x12,1,23.93,178.44,26.6,36.4,51.22,103.04,109.01,75.51,189.47
28x14x14,1,29.7,224.45,34.22,46.14,65.17,129.74,136.17,102.58,237.25
28x15x15,1,31.83,242.62,37.39,50.4,71.37,141.61,148.56,107.76,259.57
28x16x5,1,15.85,132.83,18.14,24.27,34.01,70.41,76.39,32.98,110.47
28x16x7,1,17.97,152.9,21.51,29.84,41.9,85.24,91.22,39.81,133.35
28x16x10,1,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
28x16x12,1,28.73,221.37,33.13,45.07,63.62,126.77,133.14,101.02,231.93
28x16x14,1,31.83,242.62,37.39,50.4,71.37,141.61,148.56,107.76,259.57
28x17x5,1,16.21,137.24,19.0,25.39,35.59,73.37,79.35,34.35,115.03
28x18x6,1,17.97,152.9,21.51,29.84,41.9,85.24,91.22,39.81,133.35
28x18x8,1,23.93,178.44,26.6,36.4,51.22,103.04,109.01,75.51,189.47
28x18x10,1,27.75,210.99,31.53,42.92,60.52,120.84,127.09,98.52,221.32
28x18x12,1,31.21,239.36,36.63,49.33,69.83,138.64,145.44,106.45,253.88
28x18x18,1,38.01,331.2,45.42,68.53,97.72,192.03,201.51,125.93,357.97
28x20x10,1,29.7,224.45,34.22,46.14,65.17,129.74,136.17,102.58,237.25
28x20x12,1,33.6,256.2,39.27,53.6,76.02,150.5,157.9,111.36,278.48
28x20x20,1,73.46,424.05,62.89,94.13,129.62,242.35,253.75,138.43,434.98
28x20x24,1,77.82,494.44,69.38,108.74,152.9,283.7,297.17,0.0,0.0
28x20x25,1,79.64,502.04,71.9,113.28,160.23,296.57,310.69,0.0,0.0
28x24x6,1,23.93,178.44,26.6,36.4,51.22,103.04,109.01,75.51,189.47
28x24x12,1,37.33,286.79,44.34,62.13,88.42,174.24,182.82,119.87,323.93
28x24x20,1,77.82,494.44,69.38,108.74,152.9,283.7,297.17,0.0,0.0
28x28x6,1,26.34,201.68,30.04,40.74,57.42,114.9,121.04,95.92,210.7
28x28x8,1,31.83,242.62,37.39,50.4,71.37,141.61,148.56,107.76,259.57
28x28x10,1,37.23,286.61,44.21,61.06,86.87,171.27,179.7,118.86,318.18
28x28x12,1,70.19,366.5,58.31,82.4,112.58,209.72,219.49,127.49,372.23
28x28x20,1,85.7,554.82,80.04,124.62,178.57,328.77,344.5,0.0,0.0
28x28x22,1,89.48,619.64,86.38,134.82,195.08,357.75,374.92,0.0,0.0
28x28x28,1,339.65,0.0,178.22,237.21,317.77,520.63,542.47,0.0,0.0
29x17x3,1,13.55,104.14,8.21,10.58,25.99,55.58,61.55,12.39,41.32
29x17x5,1,16.21,137.24,19.0,25.39,35.59,73.37,79.35,34.35,115.03
29x17x7,1,21.44,164.91,23.02,32.06,45.02,91.17,97.15,42.61,143.23
29x17x9,1,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
29x17x12,1,30.86,232.66,35.9,48.27,68.27,135.67,142.33,105.17,248.3
29x17x15,1,35.37,276.9,42.05,57.87,82.22,162.36,170.36,115.7,301.1
29x17x20,1,39.74,347.54,47.98,73.86,105.47,206.86,217.08,129.6,389.27
29x24x24,1,89.02,602.86,84.63,131.42,189.58,348.09,364.78,0.0,0.0
30x5x24,1,22.04,171.81,24.07,33.14,46.58,94.14,100.12,69.42,173.55
30x6x6,1,13.03,92.89,8.21,10.58,22.75,49.65,55.62,12.39,41.32
30x6x24,1,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
30x6x30,1,28.73,221.37,33.13,45.07,63.62,126.77,133.14,101.02,231.93
30x6x40,1,66.77,306.39,53.47,68.55,92.42,171.15,178.99,0.0,0.0
30x8x8,1,15.04,121.62,16.86,22.11,30.86,64.48,70.45,30.23,101.32
30x10x10,1,17.97,152.9,21.51,29.84,41.9,85.24,91.22,39.81,133.35
30x12x4,1,13.55,104.14,8.21,10.58,25.99,55.58,61.55,12.39,41.32
30x12x6,1,15.85,132.83,18.14,24.27,34.01,70.41,76.39,32.98,110.47
30x12x12,1,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
30x13x13,1,27.75,210.99,31.53,42.92,60.52,120.84,127.09,98.52,221.32
30x14x7,1,17.34,149.51,20.7,28.73,40.32,82.28,88.25,38.44,128.77
30x14x10,1,24.73,188.59,27.62,37.49,52.77,106.01,111.98,88.78,194.78
30x15x15,1,33.6,256.2,39.27,53.6,76.02,150.5,157.9,111.36,278.48
30x17x16,1,37.43,287.77,44.67,63.2,89.97,177.2,185.93,120.92,329.68
30x17x17,1,37.98,327.72,44.71,66.39,94.62,186.1,195.28,123.87,346.63
30x18x16,1,37.98,327.72,44.71,66.39,94.62,186.1,195.28,123.87,346.63
30x18x18,1,39.16,346.44,47.42,72.79,103.92,203.9,213.96,128.95,383.55
30x20x4,1,16.21,137.24,19.0,25.39,35.59,73.37,79.35,34.35,115.03
30x20x6,1,22.04,171.81,24.07,33.14,46.58,94.14,100.12,69.42,173.55
30x20x8,1,26.34,201.68,30.04,40.74,57.42,114.9,121.04,95.92,210.7
30x20x10,1,31.21,239.36,36.63,49.33,69.83,138.64,145.44,106.45,253.88
30x20x12,1,35.26,274.87,41.72,56.8,80.67,159.4,167.24,114.61,295.52
30x20x18,1,72.53,420.55,61.8,92.0,126.52,236.41,247.52,136.28,423.57
30x20x20,1,75.14,454.29,65.02,99.67,138.23,257.94,270.12,0.0,0.0
30x24x6,1,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
30x24x10,1,35.26,274.87,41.72,56.8,80.67,159.4,167.24,114.61,295.52
30x24x12,1,37.98,327.72,44.71,66.39,94.62,186.1,195.28,123.87,346.63
30x24x20,1,80.94,509.19,73.79,115.54,163.9,303.01,317.45,0.0,0.0
30x24x24,1,90.83,625.23,87.35,135.96,196.91,360.97,378.3,0.0,0.0
30x26x24,1,94.95,669.98,93.92,145.03,211.59,386.73,405.35,0.0,0.0
30x30x6,1,28.73,221.37,33.13,45.07,63.62,126.77,133.14,101.02,231.93
30x30x8,1,66.77,306.39,53.47,68.55,92.42,171.15,178.99,114.61,295.52
30x30x10,1,69.53,362.72,57.17,80.28,109.47,203.78,213.26,0.0,0.0
30x30x12,1,72.53,420.55,61.8,92.0,126.52,236.41,247.52,0.0,0.0
4x4x8,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
4x4x9,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
4x4x10,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
4x4x12,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
4x4x16,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
4x4x18,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
4x4x20,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
4x4x24,2,10.88,70.04,9.29,11.76,16.09,37.78,43.76,13.73,46.65
4x4x28,2,10.88,70.04,9.29,11.76,16.09,37.78,43.76,13.73,46.65
4x4x30,2,10.88,70.04,9.29,11.76,16.09,37.78,43.76,13.73,46.65
4x4x32,2,11.87,75.88,9.29,11.76,17.8,40.75,46.72,24.73,57.65
4x4x36,2,11.87,75.88,9.29,11.76,17.8,40.75,46.72,24.73,57.65
4x4x38,2,11.87,75.88,9.29,11.76,17.8,40.75,46.72,24.73,57.65
4x4x40,2,11.87,75.88,9.29,11.76,17.8,40.75,46.72,24.73,57.65
4x4x46,2,12.19,79.4,9.29,11.76,19.5,43.71,49.68,24.73,57.65
4x4x48,2,12.19,79.4,9.29,11.76,19.5,43.71,49.68,24.73,57.65
4x4x50,2,0.0,0.0,21.04,23.51,31.25,55.46,61.43,24.73,57.65
4x4x60,2,43.74,118.39,21.04,23.51,32.88,58.43,64.41,24.73,57.65
4x4x72,2,44.54,124.4,21.04,23.51,34.5,61.4,67.37,24.73,57.65
4x4x74,2,44.85,129.71,21.04,23.51,36.12,64.36,70.33,24.73,57.65
5x5x3,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
5x5x4,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
5x5x5,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
5x5x6,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
5x5x8,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
5x5x10,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
5x5x12,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
5x5x24,2,11.87,75.88,9.29,11.76,17.8,40.75,46.72,13.73,46.65
5x5x36,2,12.22,86.87,9.29,11.76,21.13,46.68,52.66,24.73,57.65
5x5x40,2,13.03,92.89,9.29,11.76,22.75,49.65,55.62,24.73,57.65
5x5x48,2,13.33,98.19,9.29,11.76,24.37,52.61,58.58,24.73,57.65
5x5x50,2,44.85,129.71,21.04,23.51,36.12,64.36,70.33,24.73,57.65
5x5x60,2,45.39,137.12,21.04,23.51,39.36,70.29,76.27,24.73,57.65
6x3x3,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
6x4x2,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
6x4x3,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
6x4x4,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
6x4x6,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
6x4x8,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
6x5x3,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
6x5x4,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
6x5x5,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
6x6x2,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
6x6x3,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
6x6x4,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
6x6x5,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
6x6x6,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
6x6x7,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
6x6x8,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
6x6x9,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
6x6x10,2,10.88,70.04,9.29,11.76,16.09,37.78,43.76,9.73,42.65
6x6x12,2,10.88,70.04,9.29,11.76,16.09,37.78,43.76,9.73,42.65
6x6x14,2,11.87,75.88,9.29,11.76,17.8,40.75,46.72,9.73,42.65
6x6x18,2,11.87,75.88,9.29,11.76,17.8,40.75,46.72,9.73,42.65
6x6x20,2,12.19,79.4,9.29,11.76,19.5,43.71,49.68,9.73,42.65
6x6x24,2,12.22,86.87,9.29,11.76,21.13,46.68,52.66,13.73,46.65
6x6x29,2,13.03,92.89,9.29,11.76,22.75,49.65,55.62,13.73,46.65
6x6x30,2,13.03,92.89,9.29,11.76,22.75,49.65,55.62,13.73,46.65
6x6x32,2,13.03,92.89,9.29,11.76,22.75,49.65,55.62,24.73,57.65
6x6x36,2,13.33,98.19,9.29,11.76,24.37,52.61,58.58,24.73,57.65
6x6x38,2,13.55,104.14,9.29,11.76,25.99,55.58,61.55,24.73,57.65
6x6x40,2,13.55,104.14,9.29,11.76,25.99,55.58,61.55,24.73,57.65
6x6x42,2,13.87,105.6,9.29,11.76,27.61,58.54,64.52,24.73,57.65
6x6x48,2,14.78,115.98,9.29,11.76,29.23,61.51,67.49,24.73,57.65
6x6x50,2,46.3,147.5,28.17,32.91,40.98,73.26,79.24,39.85,107.73
6x6x60,2,47.37,164.34,29.89,36.02,45.76,82.16,88.14,43.98,121.47
6x6x62,2,47.37,164.34,29.89,36.02,45.76,82.16,88.14,43.98,121.47
6x6x72,2,48.11,173.77,31.06,38.25,48.91,88.09,94.07,46.72,130.62
7x4x3,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
7x4x4,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
7x5x3,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
7x5x4,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
7x5x5,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
7x6x4,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
7x6x5,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
7x6x6,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
7x7x3,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
9x4x3,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
9x4x4,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
9x5x3,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
9x5x4,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
9x5x5,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
9x6x2,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
9x6x3,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
9x6x4,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
9x6x5,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
9x6x6,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
9x6x7,2,10.88,70.04,9.29,11.76,16.09,37.78,43.76,9.73,42.65
9x6x9,2,10.88,70.04,9.29,11.76,16.09,37.78,43.76,9.73,42.65
9x7x3,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
9x7x4,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
9x7x5,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
9x7x6,2,10.88,70.04,9.29,11.76,16.09,37.78,43.76,9.73,42.65
9x7x7,2,10.88,70.04,9.29,11.76,16.09,37.78,43.76,9.73,42.65
9x8x4,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
9x8x6,2,10.88,70.04,9.29,11.76,16.09,37.78,43.76,9.73,42.65
9x8x8,2,11.87,75.88,9.29,11.76,17.8,40.75,46.72,9.73,42.65
9x9x3,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
9x9x4,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
9x9x5,2,10.88,70.04,9.29,11.76,16.09,37.78,43.76,9.73,42.65
9x9x6,2,10.88,70.04,9.29,11.76,16.09,37.78,43.76,9.73,42.65
9x9x6.5,2,11.87,75.88,9.29,11.76,17.8,40.75,46.72,9.73,42.65
9x9x7,2,11.87,75.88,9.29,11.76,17.8,40.75,46.72,9.73,42.65
9x9x8,2,11.87,75.88,9.29,11.76,17.8,40.75,46.72,9.73,42.65
9x9x9,2,12.19,79.4,9.29,11.76,19.5,43.71,49.68,9.73,42.65
9x9x10,2,12.19,79.4,9.29,11.76,19.5,43.71,49.68,9.73,42.65
9x9x11,2,12.22,86.87,9.29,11.76,21.13,46.68,52.66,9.73,42.65
9x9x12,2,12.22,86.87,9.29,11.76,21.13,46.68,52.66,9.73,42.65
9x9x12.5,2,13.03,92.89,9.29,11.76,22.75,49.65,55.62,9.73,42.65
9x9x18,2,13.55,104.14,9.29,11.76,25.99,55.58,61.55,9.73,42.65
9x9x30,2,16.21,137.24,19.0,25.39,35.59,73.37,79.35,34.35,115.03
9x9x36,2,17.34,149.51,20.7,28.73,40.32,82.28,88.25,49.44,139.77
9x9x48,2,23.53,177.45,25.95,35.31,49.67,100.07,106.05,84.36,195.17
10x4x4,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
10x5x4,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
10x5x5,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
10x6x2,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
10x6x3,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
10x6x4,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
10x6x5,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
10x6x6,2,10.88,70.04,9.29,11.76,16.09,37.78,43.76,9.73,42.65
10x6x57,2,52.96,196.43,34.77,43.81,56.77,102.92,108.9,53.61,154.23
10x7x2,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
10x7x3,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
10x7x4,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
10x7x5,2,10.88,70.04,9.29,11.76,16.09,37.78,43.76,9.73,42.65
10x7x7,2,10.88,70.04,9.29,11.76,16.09,37.78,43.76,9.73,42.65
10x7x9,2,11.87,75.88,9.29,11.76,17.8,40.75,46.72,9.73,42.65
10x8x2,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
10x8x3,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
10x8x4,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
10x8x5,2,10.88,70.04,9.29,11.76,16.09,37.78,43.76,9.73,42.65
10x8x6,2,10.88,70.04,9.29,11.76,16.09,37.78,43.76,9.73,42.65
10x8x7,2,11.87,75.88,9.29,11.76,17.8,40.75,46.72,9.73,42.65
10x8x8,2,11.87,75.88,9.29,11.76,17.8,40.75,46.72,9.73,42.65
10x8x9,2,12.19,79.4,9.29,11.76,19.5,43.71,49.68,9.73,42.65
10x8x10,2,12.19,79.4,9.29,11.76,19.5,43.71,49.68,9.73,42.65
10x8x12,2,12.22,86.87,9.29,11.76,21.13,46.68,52.66,9.73,42.65
10x9x4,2,10.88,70.04,9.29,11.76,16.09,37.78,43.76,9.73,42.65
10x9x6,2,11.87,75.88,9.29,11.76,17.8,40.75,46.72,9.73,42.65
10x9x8,2,12.19,79.4,9.29,11.76,19.5,43.71,49.68,9.73,42.65
10x9x9,2,12.19,79.4,9.29,11.76,19.5,43.71,49.68,9.73,42.65
10x10x2,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
10x10x3,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
10x10x4,2,10.88,70.04,9.29,11.76,16.09,37.78,43.76,9.73,42.65
10x10x5,2,11.87,75.88,9.29,11.76,17.8,40.75,46.72,9.73,42.65
10x10x6,2,11.87,75.88,9.29,11.76,17.8,40.75,46.72,9.73,42.65
10x10x7,2,12.19,79.4,9.29,11.76,19.5,43.71,49.68,9.73,42.65
12x3x3,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
12x4x4,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
12x4x48,2,15.85,132.83,18.14,24.27,34.01,70.41,76.39,43.98,121.47
12x5x4,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
12x5x5,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
12x6x2,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
12x6x3,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
12x6x4,2,10.88,64.14,9.29,11.76,14.4,34.81,40.79,9.73,42.65
12x6x5,2,10.88,70.04,9.29,11.76,16.09,37.78,43.76,9.73,42.65
12x6x6,2,10.88,70.04,9.29,11.76,16.09,37.78,43.76,9.73,42.65
12x6x8,2,11.87,75.88,9.29,11.76,17.8,40.75,46.72,9.73,42.65
